date,year,month,day,day_of_week,data_type,channel_code,channel_name,channel_count,page_visits,booking_requests
2024-09-01,2024,9,1,Sunday,channel,bnb,블로그,1,0,0
2024-09-01,2024,9,1,Sunday,channel,pll,플레이스목록,1,0,0
2024-09-02,2024,9,2,Monday,channel,bmp,지도,2,0,3
2024-09-02,2024,9,2,Monday,channel,pll,플레이스목록,2,0,3
2024-09-02,2024,9,2,Monday,channel,bne,네이버기타,1,0,3
2024-09-02,2024,9,2,Monday,channel,ple,플레이스상세,1,0,3
2024-09-03,2024,9,3,Tuesday,channel,bnb,블로그,1,0,0
2024-09-03,2024,9,3,Tuesday,channel,bne,네이버기타,1,0,0
2024-09-03,2024,9,3,Tuesday,channel,pll,플레이스목록,1,0,0
2024-09-04,2024,9,4,Wednesday,channel,bmp,지도,2,0,2
2024-09-04,2024,9,4,Wednesday,channel,bet,외부서비스,1,0,2
2024-09-04,2024,9,4,Wednesday,channel,pll,플레이스목록,1,0,2
2024-09-05,2024,9,5,Thursday,channel,bet,외부서비스,1,0,0
2024-09-05,2024,9,5,Thursday,channel,ple,플레이스상세,1,0,0
2024-09-06,2024,9,6,Friday,channel,bmp,지도,2,0,2
2024-09-07,2024,9,7,Saturday,channel,bmp,지도,1,0,2
2024-09-07,2024,9,7,Saturday,channel,bnb,블로그,1,0,2
2024-09-07,2024,9,7,Saturday,channel,ple,플레이스상세,1,0,2
2024-09-07,2024,9,7,Saturday,channel,pll,플레이스목록,1,0,2
2024-09-08,2024,9,8,Sunday,channel,pll,플레이스목록,2,0,0
2024-09-09,2024,9,9,Monday,channel,pll,플레이스목록,2,0,2
2024-09-09,2024,9,9,Monday,channel,bmp,지도,1,0,2
2024-09-10,2024,9,10,Tuesday,channel,pll,플레이스목록,2,0,2
2024-09-10,2024,9,10,Tuesday,channel,ple,플레이스상세,1,0,2
2024-09-11,2024,9,11,Wednesday,channel,bmp,지도,1,0,2
2024-09-11,2024,9,11,Wednesday,channel,pll,플레이스목록,1,0,2
2024-09-12,2024,9,12,Thursday,channel,bee,기타,1,0,0
2024-09-12,2024,9,12,Thursday,channel,bet,외부서비스,1,0,0
2024-09-12,2024,9,12,Thursday,channel,pll,플레이스목록,1,0,0
2024-09-13,2024,9,13,Friday,channel,bmp,지도,1,0,0
2024-09-14,2024,9,14,Saturday,channel,bmp,지도,1,0,1
2024-09-14,2024,9,14,Saturday,channel,pll,플레이스목록,1,0,1
2024-09-15,2024,9,15,Sunday,channel,pll,플레이스목록,1,0,1
2024-09-16,2024,9,16,Monday,channel,pll,플레이스목록,1,0,1
2024-09-17,2024,9,17,Tuesday,channel,pll,플레이스목록,1,0,0
2024-09-18,2024,9,18,Wednesday,channel,pll,플레이스목록,1,0,0
2024-09-19,2024,9,19,Thursday,channel,bmp,지도,2,0,2
2024-09-19,2024,9,19,Thursday,channel,bnb,블로그,1,0,2
